Title,UID,Authors,Pub_Year,PMCID,DOI,Data_availability_statement,Metabolomics,Primary_study,Statement_classification,Data_sharing_class,Raw_data,Repository,Accession_number,Link,Clinical_human_study,Notes
Understanding and Controlling Sialylation in a CHO Fc-Fusion Process.,27310468,"Lewis AM, Croughan WD, Aranibar N, Lee AG, Warrack B, Abu-Absi NR, Patel R, Drew B, Borys MC, Reily MD, Li ZJ",2016,PMC4911072,10.1371/journal.pone.0157111,All relevant data are within the paper.,1,1,B,3,0,,,,0,
Post-Bariatric Surgery Changes in Quinolinic and Xanthurenic Acid Concentrations Are Associated with Glucose Homeostasis.,27327770,"Favennec M, Hennart B, Verbanck M, Pigeyre M, Caiazzo R, Raverdy V, Verkindt H, Leloire A, Guillemin GJ, Yengo L, Allorge D, Froguel P, Pattou F, Poulain-Godefroy O",2016,PMC4915629,10.1371/journal.pone.0158051,All relevant data are within the paper.,1,1,B,3,0,,,,1,
Analysis of the Enantioselective Effects of PCB95 in Zebrafish (Danio rerio) Embryos through Targeted Metabolomics by UPLC-MS/MS.,27500732,"Xu N, Mu P, Yin Z, Jia Q, Yang S, Qian Y, Qiu J",2016,PMC4976971,10.1371/journal.pone.0160584,All relevant data are within the paper.,1,1,B,3,0,,,,0,
Metabolic changes and inflammation in cultured astrocytes from the 5xFAD mouse model of Alzheimer's disease: Alleviation by pantethine.,28410378,"van Gijsel-Bonnello M, Baranger K, Benech P, Rivera S, Khrestchatisky M, de Reggi M, Gharib B",2017,PMC5391924,10.1371/journal.pone.0175369,All relevant data are within the paper.,1,1,B,3,0,,,,0,
Seminal plasma metabolomics approach for the diagnosis of unexplained male infertility.,28797078,"Qiao S, Wu W, Chen M, Tang Q, Xia Y, Jia W, Wang X",2017,PMC5552325,10.1371/journal.pone.0181115,All relevant data are within the paper.,1,1,B,3,0,,,,1,
Transformation products elucidation of forchlorfenuron in postharvest kiwifruit by time-of-flight mass spectrometry.,28877224,"Zhang Z, Gao Z, Wang Y, Yuan Y, Dong J, Yue T",2017,PMC5587325,10.1371/journal.pone.0184021,All relevant data are within the paper.,1,1,B,3,0,,,,0,
FTIR metabolomic fingerprint reveals different modes of action exerted by structural variants of N-alkyltropinium bromide surfactants on Escherichia coli and Listeria innocua cells.,25588017,"Corte L, Tiecco M, Roscini L, De Vincenzi S, Colabella C, Germani R, Tascini C, Cardinali G",2015,PMC4294686,10.1371/journal.pone.0115275,All relevant data are within the paper.,1,1,B,4,0,,,,0,
Novel Approach to Identify Potential Bioactive Plant Metabolites: Pharmacological and Metabolomics Analyses of Ethanol and Hot Water Extracts of Several Canadian Medicinal Plants of the Cree of Eeyou Istchee.,26263160,"Shang N, Saleem A, Musallam L, Walshe-Roussel B, Badawi A, Cuerrier A, Arnason JT, Haddad PS",2015,PMC4532419,10.1371/journal.pone.0135721,All relevant data are within the paper.,1,1,B,5,0,,,,0,
Deficiency of Lipoprotein Lipase in Neurons Decreases AMPA Receptor Phosphorylation and Leads to Neurobehavioral Abnormalities in Mice.,26263173,"Yu T, Taussig MD, DiPatrizio NV, Astarita G, Piomelli D, Bergman BC, Dell'Acqua ML, Eckel RH, Wang H",2015,PMC4532501,10.1371/journal.pone.0135113,All relevant data are within the paper.,1,1,B,5,0,,,,0,
"A Biochemical Approach to Understand the Pathogenesis of Advanced Pulmonary Arterial Hypertension: Metabolomic Profiles of Arginine, Sphingosine-1-Phosphate, and Heme of Human Lung.",26317340,"Zhao YD, Chu L, Lin K, Granton E, Yin L, Peng J, Hsin M, Wu L, Yu A, Waddell T, Keshavjee S, Granton J, de Perrot M",2015,PMC4552732,10.1371/journal.pone.0134958,All relevant data are within the paper.,1,1,B,5,0,,,,1,
The Influence of Dietary Protein Intake on Mammalian Tryptophan and Phenolic Metabolites.,26469515,"Poesen R, Mutsaers HA, Windey K, van den Broek PH, Verweij V, Augustijns P, Kuypers D, Jansen J, Evenepoel P, Verbeke K, Meijers B, Masereeuw R",2015,PMC4607412,10.1371/journal.pone.0140820,All relevant data are within the paper,1,1,B,5,0,,,,1,
Metabolomics Revealed an Association of Metabolite Changes and Defective Growth in Methylobacterium extorquens AM1 Overexpressing ecm during Growth on Methanol.,27116459,"Cui J, Good NM, Hu B, Yang J, Wang Q, Sadilek M, Yang S",2016,PMC4846091,10.1371/journal.pone.0154043,All relevant data are within the paper.,1,1,B,5,0,,,,0,
Direct and Osmolarity-Dependent Effects of Glycine on Preimplantation Bovine Embryos.,27459477,"Herrick JR, Lyons SM, Greene AF, Broeckling CD, Schoolcraft WB, Krisher RL",2016,PMC4961386,10.1371/journal.pone.0159581,All relevant data are within the paper.,1,1,B,5,0,,,,0,
Establishment of a 3D In Vitro Model to Accelerate the Development of Human Therapies against Corneal Diabetes.,28005998,"Priyadarsini S, Sarker-Nag A, Rowsey TG, Ma JX, Karamichos D",2016,PMC5179241,10.1371/journal.pone.0168845,All relevant data are within the paper submitted.,1,1,B,5,0,,,,1,
Oxidative profiling of the failing right heart in rats with pulmonary hypertension.,28472095,"Wang X, Shults NV, Suzuki YJ",2017,PMC5417519,10.1371/journal.pone.0176887,All relevant data are within the paper.,1,1,B,5,0,,,,0,
Metabolic Profiling of Intact Arabidopsis thaliana Leaves during Circadian Cycle Using 1H High Resolution Magic Angle Spinning NMR.,27662620,"Augustijn D, Roy U, van Schadewijk R, de Groot HJ, Alia A",2016,PMC5035067,10.1371/journal.pone.0163258,All relevant data are within the paper.,1,1,B,"3,4",0,,,,0,
"Nopal feeding reduces adiposity, intestinal inflammation and shifts the cecal microbiota and metabolism in high-fat fed rats.",28196086,"Moran-Ramos S, He X, Chin EL, Tovar AR, Torres N, Slupsky CM, Raybould HE",2017,PMC5308786,10.1371/journal.pone.0171672,All relevant data are within the paper.,1,1,B,"3,4",0,,,,0,
Roux-en-Y Gastric Bypass Surgery Induces Early Plasma Metabolomic and Lipidomic Alterations in Humans Associated with Diabetes Remission.,25946120,"Arora T, Velagapudi V, Pournaras DJ, Welbourn R, le Roux CW, Oresic M, Backhed F",2015,PMC4422729,10.1371/journal.pone.0126401,All relevant data are within the paper.,1,1,B,"4,5",0,,,,1,
Impact of anesthesia and euthanasia on metabolomics of mammalian tissues: studies in a C57BL/6J mouse model.,25658945,"Overmyer KA, Thonusin C, Qi NR, Burant CF, Evans CR",2015,PMC4319778,10.1371/journal.pone.0117232,"The data obtained in this study was deposited into the NIH Common Fundês Data Repository and Coordinating Center (supported by NIH grant, U01-DK097430) website, http://www.metabolomicsworkbench.org, where it has been assigned a Metabolomics Workbench Project ID: (PR000108). The data will be directly accessible at http://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Project&ProjectID=PR000108.",1,1,C,2,0,Metabolomics Workbench,ST000121,http://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST000121,0,
1H NMR-based metabolomics investigation of copper-laden rat: a model of Wilson's disease.,25849323,"Xu J, Jiang H, Li J, Cheng KK, Dong J, Chen Z",2015,PMC4388371,10.1371/journal.pone.0119654,All metadata files are available from the Figshare database (http://figshare.com). The accession URL is http://figshare.com/s/2720578455d311e4a38906ec4bbcf141.,1,1,C,2,0,Figshare,,http://figshare.com/s/2720578455d311e4a38906ec4bbcf141,0,Link broken
Metabolomic Profiling of the Nectars of Aquilegia pubescens and A. Canadensis.,25933103,"Noutsos C, Perera AM, Nikolau BJ, Seaver SM, Ware DH",2015,PMC4416886,10.1371/journal.pone.0124501,All relevant data are within the paper and its Supporting Information files and from the http://narrative.kbase.us/functional-site/#/ws/objects/Acoerulea site.,1,1,C,2,0,Kbase,,http://narrative.kbase.us/functional-site/#/ws/objects/Acoerulea site,0,Link broken
"Metabolomics Analysis Reveals that AICAR Affects Glycerolipid, Ceramide and Nucleotide Synthesis Pathways in INS-1 Cells.",26107620,"ElAzzouny MA, Evans CR, Burant CF, Kennedy RT",2015,PMC4480354,10.1371/journal.pone.0129029,Relevant data are available on Figshare: http://dx.doi.org/10.6084/m9.figshare.1434662.,1,1,C,2,0,Figshare,,http://dx.doi.org/10.6084/m9.figshare.1434662,0,
"Metabolic Profiling of Developing Pear Fruits Reveals Dynamic Variation in Primary and Secondary Metabolites, Including Plant Hormones.",26168247,"Oikawa A, Otsuka T, Nakabayashi R, Jikumaru Y, Isuzugawa K, Murayama H, Saito K, Shiratake K",2015,PMC4500446,10.1371/journal.pone.0131408,"All relevant data are within the paper and its Supporting Information files. In addition, metabolic raw data are available from dx.doi.org/10.6084/m9.figshare.1461684.",1,1,C,2,0,Figshare,,http://dx.doi.org/10.6084/m9.figshare.1461684,0,
Comparison of Bile Acids and Acetaminophen Protein Adducts in Children and Adolescents with Acetaminophen Toxicity.,26208104,"James L, Yan K, Pence L, Simpson P, Bhattacharyya S, Gill P, Letzig L, Kearns G, Beger R",2015,PMC4514842,10.1371/journal.pone.0131010,All relevant data are available via Figshare (http://dx.doi.org/10.6084/m9.figshare.1412829).,1,1,C,2,0,Figshare,,http://dx.doi.org/10.6084/m9.figshare.1412829,1,
Diet- and Genetically-Induced Obesity Differentially Affect the Fecal Microbiome and Metabolome in Apc1638N Mice.,26284788,"Pfalzer AC, Nesbeth PD, Parnell LD, Iyer LK, Liu Z, Kane AV, Chen CY, Tai AK, Bowman TA, Obin MS, Mason JB, Greenberg AS, Choi SW, Selhub J, Paul L, Crott JW",2015,PMC4540493,10.1371/journal.pone.0135758,Data are available from the Dryad repository (doi:10.5061/dryad.7p1c5).,1,1,C,2,0,Dryad,,https://doi.org/10.5061/dryad.7p1c5,0,
Prognosis Biomarkers of Severe Sepsis and Septic Shock by 1H NMR Urine Metabolomics in the Intensive Care Unit.,26565633,"Garcia-Simon M, Morales JM, Modesto-Alapont V, Gonzalez-Marrachelli V, Vento-Rehues R, Jorda-Minana A, Blanquer-Olivas J, Monleon D",2015,PMC4643898,10.1371/journal.pone.0140993,Data are available from Figshare (http://dx.doi.org/10.6084/m9.figshare.1502661).,1,1,C,2,0,Figshare,,http://dx.doi.org/10.6084/m9.figshare.1502661,1,
Peptides in Bronchoalveolar Lavage in Chronic Obstructive Pulmonary Disease.,27227774,"Wendt CH, Nelsestuen G, Harvey S, Gulcev M, Stone M, Reilly C",2016,PMC4881978,10.1371/journal.pone.0155724,All identified MS/MS spectra (supplemental S1 Table) can be downloaded at https://figshare.com/s/fbd31d78b849d45e5bdf.,1,1,C,2,0,Figshare,,https://figshare.com/s/fbd31d78b849d45e5bdf,1,
Exploring the Inflammatory Metabolomic Profile to Predict Response to TNF-alpha Inhibitors in Rheumatoid Arthritis.,27631111,"Cuppen BV, Fu J, van Wietmarschen HA, Harms AC, Koval S, Marijnissen AC, Peeters JJ, Bijlsma JW, Tekstra J, van Laar JM, Hankemeier T, Lafeber FP, van der Greef J",2016,PMC5025050,10.1371/journal.pone.0163087,"The metabolomics dataset along with clinical parameters used in this study was uploaded onto the Figshare data repository for open access. The URL is https://figshare.com/articles/BiOCURA-metabolomic_profiles_and_clinical_parameters/3811287. The DOI is 10.6084/m9.figshare.3811287.v1. The mass spectrometry files are stored in Analytical Bioscience department, Leiden University. For access to these data, please contact Dr. Amy C. Harms (a.c.harms@lacdr.leidenuniv.nl).",1,1,C,2,0,Figshare,,https://figshare.com/articles/BiOCURA-metabolomic_profiles_and_clinical_parameters/3811287,1,
Disease Type- and Status-Specific Alteration of CSF Metabolome Coordinated with Clinical Parameters in Inflammatory Demyelinating Diseases of CNS.,27855220,"Park SJ, Jeong IH, Kong BS, Lee JE, Kim KH, Lee DY, Kim HJ",2016,PMC5113962,10.1371/journal.pone.0166277,"Data can be downloaded online [https://lms2.kookmin.ac.kr:446/index.php?hCode=PAPER_LIST&publication_name=inter_paper], with the full description of all detected peaks, identified metabolites, retention indices, mass spectra, and quantification ions, or in Figshare (https://figshare.com/s/5a5e934a64f151b03b47; DOI: 10.6084/m9.figshare.4129116).",1,1,C,2,0,Figshare,,https://figshare.com/s/5a5e934a64f151b03b47,1,
"Plasma Metabolomics Biosignature According to HIV Stage of Infection, Pace of Disease Progression, Viremia Level and Immunological Response to Treatment.",27941971,"Scarpellini B, Zanoni M, Sucupira MC, Truong HM, Janini LM, Segurado ID, Diaz RS",2016,PMC5152829,10.1371/journal.pone.0161920,"All relevant data are within the manuscript, supporting information files, and hosted at Open Science Framework. Lipidomics data hosted at Open Science Framework can be found at the following DOI: 10.17605/OSF.IO/PGU83",1,1,C,2,0,Open Science Framework,,https://doi.org/10.17605/OSF.IO/PGU83,1,
Seasonal Variations in Surface Metabolite Composition of Fucus vesiculosus and Fucus serratus from the Baltic Sea.,27959901,"Rickert E, Wahl M, Link H, Richter H, Pohnert G",2016,PMC5154555,10.1371/journal.pone.0168196,"Abiotic data (temperature, light and phosphate) are available on the public data repository 'PANGAEA Data Publisher for Earth & Environmental Science' (doi:10.1594/PANGAEA.858055). Prokaryotic fouling data are available on the public data repository 'PANGAEA Data Publisher for Earth & Environmental Science' (doi:10.1594/PANGAEA.864070). GC-MS data are available on the public data repository 'PANGAEA Data Publisher for Earth & Environmental Science' (doi:10.1594/PANGAEA.864960).",1,1,C,2,0,PANGAEA,,https://doi.org/10.1594/PANGAEA.858055,0,
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,28542224,"Pecaut MJ, Mao XW, Bellinger DL, Jonscher KR, Stodieck LS, Ferguson VL, Bateman TA, Mohney RP, Gridley DS",2017,PMC5443495,10.1371/journal.pone.0174174,"Transcriptomics and metabolomics data have been uploaded into the publicly accessible, NASA GeneLAB data base. Transcriptomics data can be found here: https://genelab-data.ndc.nasa.gov/genelab/accession/GLDS-25/. Metabolomics data can be found here: https://genelab-data.ndc.nasa.gov/genelab/accession/GLDS-108/.",1,1,C,2,0,GeneLab,, https://genelab-data.ndc.nasa.gov/genelab/accession/GLDS-108/,0,
A Multiplatform Metabolomic Approach to the Basis of Antimonial Action and Resistance in Leishmania infantum.,26161866,"Rojo D, Canuto GA, Castilho-Martins EA, Tavares MF, Barbas C, Lopez-Gonzalvez A, Rivas L",2015,PMC4498920,10.1371/journal.pone.0130675,Data are publicly available in the link: http://dspace.ceu.es/handle/10637/6882.,1,1,C,3,0,DSpace CEU,, http://dspace.ceu.es/handle/10637/6882,0,
Efficacy of Berberine in Patients with Non-Alcoholic Fatty Liver Disease.,26252777,"Yan HM, Xia MF, Wang Y, Chang XX, Yao XZ, Rao SX, Zeng MS, Tu YF, Feng R, Jia WP, Liu J, Deng W, Jiang JD, Gao X",2015,PMC4529214,10.1371/journal.pone.0134172,Data are uploaded to Figshare at the following DOIs: http://dx.doi.org/10.6084/m9.figshare.1434011; http://dx.doi.org/10.6084/m9.figshare.1434010; http://dx.doi.org/10.6084/m9.figshare.1434009.,1,1,C,3,0,Figshare,,http://dx.doi.org/10.6084/m9.figshare.1434011,1,
Brain metabolomic profiling of eastern honey bee (Apis cerana) infested with the mite Varroa destructor.,28403242,"Wu JL, Zhou CX, Wu PJ, Xu J, Guo YQ, Xue F, Getachew A, Xu SF",2017,PMC5389839,10.1371/journal.pone.0175573,The underlying metabolomics data has been deposited into MetaboLights. Our study is now identified in MetaboLights as MTBLS379.,1,1,C,1a,1,MetaboLights,MTBLS379,https://www.ebi.ac.uk/metabolights/MTBLS379,0,
The use of metabolic profiling to identify insulin resistance in veal calves.,28617863,"Pantophlet AJ, Roelofsen H, de Vries MP, Gerrits WJJ, van den Borne JJGC, Vonk RJ",2017,PMC5472311,10.1371/journal.pone.0179612,The minmal dataset of PONE-D-17-03329 was uploaded on figshare.com Link: https://figshare.com/s/5e83641ed3f5f3aa0ee8 Dataset: Data A.J.Pantophlet PONE-S-17-04188.xlsx.,1,1,C,3,0,Figshare,,https://figshare.com/s/5e83641ed3f5f3aa0ee8,0,Link broken
Earwax metabolomics: An innovative pilot metabolic profiling study for assessing metabolic changes in ewes during periparturition period.,28841695,"Shokry E, Pereira J, Marques Junior JG, da Cunha PHJ, Noronha Filho ADF, da Silva JA, Fioravanti MCS, de Oliveira AE, Antoniosi Filho NR",2017,PMC5571955,10.1371/journal.pone.0183538,Quantitative data of metabolites for implementing the multivariate models applied in this work are currently fully available in Figshare at https://doi.org/10.6084/m9.figshare.5302141.v1.,1,1,C,3,0,Figshare,,https://doi.org/10.6084/m9.figshare.5302141.v1,0,
Strategies for individual phenotyping of linoleic and arachidonic acid metabolism using an oral glucose tolerance test.,25786212,"Saccenti E, van Duynhoven J, Jacobs DM, Smilde AK, Hoefsloot HC",2015,PMC4364740,10.1371/journal.pone.0119856,Data are available at http://studies.dbnp.org/ADMIT_01,1,1,C,5,0,Phenotype Database,,http://studies.dbnp.org/ADMIT_01,1,
1H HR-MAS NMR Based Metabolic Profiling of Cells in Response to Treatment with a Hexacationic Ruthenium Metallaprism as Potential Anticancer Drug.,26024484,"Vermathen M, Paul LE, Diserens G, Vermathen P, Furrer J",2015,PMC4449131,10.1371/journal.pone.0128478,All NMR files used for multivariate analysis are available from the MetaboLights database (Study number: MTBLS156): http://www.ebi.ac.uk/metabolights/MTBLS156.,1,1,C,1a,1,MetaboLights,MTBLS156,https://www.ebi.ac.uk/metabolights/MTBLS156,0,
GC-MS Based Plasma Metabolomics for Identification of Candidate Biomarkers for Hepatocellular Carcinoma in Egyptian Cohort.,26030804,"Nezami Ranjbar MR, Luo Y, Di Poto C, Varghese RS, Ferrarini A, Zhang C, Sarhan NI, Soliman H, Tadesse MG, Ziada DH, Roy R, Ressom HW",2015,PMC4452085,10.1371/journal.pone.0127299,All raw data files in netCDF format are available from the MetaboLights database (Accession # MTBLS105).,1,1,C,1a,1,MetaboLights,MTBLS105,https://www.ebi.ac.uk/metabolights/MTBLS105,1,
OVCAR-3 spheroid-derived cells display distinct metabolic profiles.,25688563,"Vermeersch KA, Wang L, Mezencev R, McDonald JF, Styczynski MP",2015,PMC4331360,10.1371/journal.pone.0118262,All original metabolomics data files are accessible in MetaboLights as study number MTBLS152.,1,1,C,1a,1,MetaboLights,MTBLS152,https://www.ebi.ac.uk/metabolights/MTBLS152,0,
"A four-compartment metabolomics analysis of the liver, muscle, serum, and urine response to polytrauma with hemorrhagic shock following carbohydrate prefeed.",25875111,"Witowski N, Lusczek E, Determan C Jr, Lexcen D, Mulier K, Ostrowski B, Beilman G",2015,PMC4396978,10.1371/journal.pone.0124467,All relevant data are available at Metabolights (http://www.ebi.ac.uk/metabolights/) with accession number MTBLS123.,1,1,C,1a,1,MetaboLights,MTBLS123,https://www.ebi.ac.uk/metabolights/MTBLS123,0,
Global Metabolomic Profiling of Mice Brains following Experimental Infection with the Cyst-Forming Toxoplasma gondii.,26431205,"Zhou CX, Zhou DH, Elsheikha HM, Liu GX, Suo X, Zhu XQ",2015,PMC4592003,10.1371/journal.pone.0139635,The underlying metabolomics data has been deposited into Metabolights. Our study is now identified in MetaboLights as MTBLS217.,1,1,C,1a,1,MetaboLights,MTBLS217,https://www.ebi.ac.uk/metabolights/MTBLS217,0,
Traditional Aboriginal Preparation Alters the Chemical Profile of Carica papaya Leaves and Impacts on Cytotoxicity towards Human Squamous Cell Carcinoma.,26829042,"Nguyen TT, Parat MO, Shaw PN, Hewavitharana AK, Hodson MP",2016,PMC4734615,10.1371/journal.pone.0147956,The data have been uploaded to Metabolights at EMBL-EBI (http://www.ebi.ac.uk/metabolights). The accession number for the data is MTBLS274; public release date Fri Dec 25 00:00:00 GMT 2015.,1,1,C,1a,1,MetaboLights,MTBLS274,https://www.ebi.ac.uk/metabolights/MTBLS274,0,
Maternal Early Pregnancy Serum Metabolomics Profile and Abnormal Vaginal Bleeding as Predictors of Placental Abruption: A Prospective Study.,27300725,"Gelaye B, Sumner SJ, McRitchie S, Carlson JE, Ananth CV, Enquobahrie DA, Qiu C, Sorensen TK, Williams MA",2016,PMC4907440,10.1371/journal.pone.0156755,All data and associated de-identified metadata have been uploaded to the public accessible NIH Common Fund Metabolomics Data Repository: Study ID#: ST000405. http://dev.metabolomicsworkbench.org:22222/data/DRCCStudySummaryRev.php?access=XwhN5614.,1,1,C,1a,1,Metabolomics Workbench,ST000405,http://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST000405,1,
Metabolomics Analysis Reveals the Participation of Efflux Pumps and Ornithine in the Response of Pseudomonas putida DOT-T1E Cells to Challenge with Propranolol.,27331395,"Sayqal A, Xu Y, Trivedi DK, AlMasoud N, Ellis DI, Rattray NJ, Goodacre R",2016,PMC4917112,10.1371/journal.pone.0156509,The data are available at MetaboLights (http://www.ebi.ac.uk/metabolights/): study identifier MTBLS320.,1,1,C,1a,1,MetaboLights,MTBLS320,https://www.ebi.ac.uk/metabolights/MTBLS320,0,
An Untargeted Metabolomics Approach to Characterize Short-Term and Long-Term Metabolic Changes after Bariatric Surgery.,27584017,"Narath SH, Mautner SI, Svehlikova E, Schultes B, Pieber TR, Sinner FM, Gander E, Libiseller G, Schimek MG, Sourij H, Magnes C",2016,PMC5008721,10.1371/journal.pone.0161425,All Metabolomics Data is now identified as a study in MetaboLights (MTBLS218). http://www.ebi.ac.uk/metabolights/MTBLS218. Drift-corrected data are provided as Supporting Information Table A in S2 Table. Clinical Data are available as supporting Information file (S1 Table). Additional Supporting Information of metabolomics linked to clinical outcomes is presented in S3 Text.,1,1,C,1a,1,MetaboLights,MTBLS218,https://www.ebi.ac.uk/metabolights/MTBLS218,1,
The Lipopolysaccharide-Induced Metabolome Signature in Arabidopsis thaliana Reveals Dynamic Reprogramming of Phytoalexin and Phytoanticipin Pathways.,27656890,"Finnegan T, Steenkamp PA, Piater LA, Dubery IA",2016,PMC5033345,10.1371/journal.pone.0163572,"The raw data, together with the study description, have been deposited onto the online data repository, MetaboLights, with accession number MTBLS272.",1,1,C,1a,1,MetaboLights,MTBLS272,https://www.ebi.ac.uk/metabolights/MTBLS272,0,
Calcium Reduces Liver Injury in Mice on a High-Fat Diet: Alterations in Microbial and Bile Acid Profiles.,27851786,"Nadeem Aslam M, Bassis CM, Zhang L, Zaidi S, Varani J, Bergin IL",2016,PMC5113033,10.1371/journal.pone.0166178,"PAs at accept request data from www.metabolomicsworkbench.orgbe placed in repository instead. Microbial sequencing data are available from the NCBI Sequence Read Archive database, accession number SRP083284. Bile acid profiling data obtained in this study (Study ID:ST000194) are available on the Metabolomics Workbench (www.metabolomicsworkbench.org), the Metabolomics Programês Data Repository and Coordinating Center (DRCC). These data are also available directly from the authors by request. All other relevant study data are contained within the paper and its Supporting Information files.",1,1,C,1a,1,Metabolomics Workbench,ST000194,http://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST000194,0,
"1H NMR Metabolomics Reveals Association of High Expression of Inositol 1, 4, 5 Trisphosphate Receptor and Metabolites in Breast Cancer Patients.",28072864,"Singh A, Sharma RK, Chagtoo M, Agarwal G, George N, Sinha N, Godbole MM",2017,PMC5225010,10.1371/journal.pone.0169330,We have submitted all the NMR data on a database metabolight Metabolight Accession number: MTBLS326,1,1,C,1a,1,MetaboLights,MTBLS326,https://www.ebi.ac.uk/metabolights/MTBLS326,1,
Plasma metabolomics reveals a diagnostic metabolic fingerprint for mitochondrial aconitase (ACO2) deficiency.,28463998,"Abela L, Spiegel R, Crowther LM, Klein A, Steindl K, Papuc SM, Joset P, Zehavi Y, Rauch A, Plecko B, Simmons TL",2017,PMC5413020,10.1371/journal.pone.0176363,Anonymized raw data can be found at the MetaboLights server at http://www.ebi.ac.uk/metabolights/MTBLS446.,1,1,C,1a,2,MetaboLights,MTBLS446,,1,
Functional metabolomics as a tool to analyze Mediator function and structure in plants.,28640868,"Davoine C, Abreu IN, Khajeh K, Blomberg J, Kidd BN, Kazan K, Schenk PM, Gerber L, Nilsson O, Moritz T, Bjorklund S",2017,PMC5480960,10.1371/journal.pone.0179640,"The microarray data presented in this publication have been deposited at ArrayExpress EMBL-EBI with the accession number: A-GEOD-17133. Similarly, The Metabolomics data have been deposited to the EMBL-EBI MetaboLights database (DOI: 10.1093/nar/gks1004. PubMed PMID: 23109552) with the identifier MTBLS450. The complete dataset can be accessed here: http://www.ebi.ac.uk/metabolights/MTBLS450.",1,1,C,1a,1,MetaboLights,MTBLS450,https://www.ebi.ac.uk/metabolights/MTBLS450,0,
"Plasma metabolomics reveals membrane lipids, aspartate/asparagine and nucleotide metabolism pathway differences associated with chloroquine resistance in Plasmodium vivax malaria.",28813452,"Uppal K, Salinas JL, Monteiro WM, Val F, Cordy RJ, Liu K, Melo GC, Siqueira AM, Magalhaes B, Galinski MR, Lacerda MVG, Jones DP",2017,PMC5559093,10.1371/journal.pone.0182819,All relevant data are within the paper and its Supporting Information files. All raw files are available from Metabolomics Workbench database (StudyID = ST000578).,1,1,C,1a,1,Metabolomics Workbench,ST000578,http://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST000578,1,
Identification of a discriminative metabolomic fingerprint of potential clinical relevance in saliva of patients with periodontitis using 1H nuclear magnetic resonance (NMR) spectroscopy.,28837579,"Rzeznik M, Triba MN, Levy P, Jungo S, Botosoa E, Duchemann B, Le Moyec L, Bernaudin JF, Savarin P, Guez D",2017,PMC5570357,10.1371/journal.pone.0182767,NMR data are available on metabolight platform as EMTBLS524.,1,1,C,1a,2,MetaboLights,MTBLS524,,1,
Expanding the Described Metabolome of the Marine Cyanobacterium Moorea producens JHB through Orthogonal Natural Products Workflows.,26222584,"Boudreau PD, Monroe EA, Mehrotra S, Desfor S, Korobeynikov A, Sherman DH, Murray TF, Gerwick L, Dorrestein PC, Gerwick WH",2015,PMC4519256,10.1371/journal.pone.0133297,NMR and MS data for structural elucidation are found within the paper and its Supporting Information files. All gene sequence data are available from GenBank with the accession numbers KP860346-48. All mass spectrometry data used in forming the Molecular Networks are available from Dryad (datadryad.org) under DOI: 10.5061/dryad.2k6nr.,1,1,C,1b,1,Dryad,,https://dx.doi.org/10.5061/dryad.2k6nr,0,
iMet-Q: A User-Friendly Tool for Label-Free Metabolomics Quantitation Using Dynamic Peak-Width Determination.,26784691,"Chang HY, Chen CT, Lih TM, Lynn KS, Juo CG, Hsu WL, Sung TY",2016,PMC4718670,10.1371/journal.pone.0146112,"Two datasets, including a standard metabolite mixture and a public Arabidopsis dataset, were used in our study. The public Arabidopsis dataset is a third-party open data (not owned by the authors), and thus we provided a website link to the public data (PRIMe, http://prime.psc.riken.jp/). The standard metabolite mixture owned by the authors is now available under the DOI: https://dx.doi.org/10.6084/m9.figshare.2058702.v1.",1,1,C,1b,1,Figshare,,https://dx.doi.org/10.6084/m9.figshare.2058702.v1,0,
"Comparison of Metabolites Variation and Antiobesity Effects of Fermented versus Nonfermented Mixtures of Cudrania tricuspidata, Lonicera caerulea, and Soybean According to Fermentation In Vitro and In Vivo.",26848749,"Suh DH, Jung ES, Park HM, Kim SH, Lee S, Jo YH, Lee MK, Jung G, Do SG, Lee CH",2016,PMC4743955,10.1371/journal.pone.0149022,All raw files are available from the Metabolomics Workbench database (http://www.metabolomicsworkbench.org).,1,1,C,1a,1,Metabolomics Workbench,ST000316,http://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST000316,0,Study name missing
Identifying Metabolic Subpopulations from Population Level Mass Spectrometry.,26986964,"DeGennaro CM, Savir Y, Springer M",2016,PMC4795775,10.1371/journal.pone.0151659,All mass spectrometry data files and code files are available from the Dryad database (doi:10.5061/dryad.gf80t).,1,1,C,1b,1,Dryad,,https://dx.doi.org/10.5061/dryad.gf80t,0,
